Waktu,Data,Sentiment
9/21/2021 0:46,kok bisa? Kamu sudah masuk ke aplikasi peduli lindungi?,neutral
9/19/2021 5:52,Iya. tapi ingat jadwal vaksin kedua kan ka? Coba nanti kalau disuruh menunjukan kartu vaksin pakai sertifikat peduli lindungi,positive
9/17/2021 1:07,Ka kartu vaksin yang harus ditunjukkan ke petugas untuk kereta Jarak Jauh bentuk cetak atau hanya pakai yang di peduli lindungi?,neutral
9/9/2021 23:27,apakah naik kereta lokal pakai aplikasi peduli lindungi?,neutral
9/16/2021 7:06,Bukti antigen pada pasport digital Peduli Lindungi apakah bisa dipakai?,neutral
9/20/2021 15:25,"halo Kak mau tanya. Untuk persyaratan naik kereta, itu harus menunjukan surat vaksin atau bisa pakai sertifikat elektronik pada peduli lindungi",positive
9/18/2021 4:35,"Hasil test saya sudah terintegrasi ke Peduli Lindungi, pertanyan saya, jika sudah seperti itu apakah harus tetap PCR?",neutral
9/16/2021 8:12,Kak kalau menunjukan foto bukti vaksin yang kita dapat dari pesan singkat Peduli Lindungi yang dikirim setelah vaksin boleh tidak?,neutral
9/16/2021 0:04,"Kak mau tanya, apakah SWAB antigen di stasiun akan masuk di data Peduli Lindungi?",neutral
9/16/2021 14:12,"Kak saran kedepannya Untuk Naik kereta jarak jauh , lokal Hanya Menunjukan Surat vaksin dari Peduli Lindungi",neutral
9/7/2021 10:11,Kak STRP di ganti aplikasi peduli lindungi ya?,neutral
9/9/2021 13:36,"kalau naik Aglomerasi Kereta Jogja- Solo apakah perlu pakai test PCR atau Antigen, STRP dan lain- lain . . . atau hanya pakai aplikasi peduli lindungi saja?",neutral
9/16/2021 14:21,"Makasih informasinya Ka. . . . tolong dipercepat dong . . . . kalau begitu jadi lebih baik naik kereta, pakai aplikasi peduli lindungi",negative
9/22/2021 14:09,Malam Ka mau tanya hasil SWAB antigen untuk persyaratan perjalanan kereta jarak jauh apa harus dari klinik agar terintegrasi dengan peduli lindungi?,neutral
9/4/2021 4:53,Oh maksudnya nanti hasil antigennya bisa dilihat di aplikasi peduli lindungi ya?,positive
9/18/2021 4:21,"Oh, oke, berarti Tidak perlu pakai aplikasi peduli lindungi ya ? Soalnya ponsel saya Tidak sanggup untuk pasang itu ",negative
9/10/2021 7:35,"Stasiun Pasar Senin Ka? , apakah harus unduh aplikasi peduli lindungi?",neutral
9/16/2021 2:41,yah batal kamu tidak jadi jalan pakai aplikasi peduli lindungi ,negative
9/21/2021 12:45,"kalau mau masuk mall harus unduh dulu tidak boleh pakai web, pernah coba ke mall belum pada unduh aplikasi peduli lindungi",negative
9/20/2021 16:11,"aplikasi peduli lindungi memang tidak jelas, padahal aku sudah vaksin 2x tapi sertifikat nya Tidak keluar aneh",negative
9/19/2021 5:22,Ke toko pusat untuk perbaikan Sekalian cobain aplikasi peduli lindungi hahaha,positive
9/19/2021 10:56,pakai aplikasi peduli lindungi gitu masuknya kak,positive
9/18/2021 4:38,"waktu itu aku juga pernah tidak ditanya, tapi kemarin aku masuk dari semua pintu mall perlu scan Peduli Lindungi",positive
9/16/2021 5:16,sekarang ke tempat belanja harus sesuai kuota dan ada ponsel untuk Peduli Lindungi ,positive
9/22/2021 3:46,"Tidak perlu di cetak juga tidak apa2, cukup menunjukan melalui Peduli Lindungi",positive
9/18/2021 8:46,lebih dulu kamu bikin akun Peduli Lindungi pakai nomor kamu atau ibu kamu daftar vaksin pakai nomor kamu?,neutral
9/21/2021 12:56,sertifikat vaksin saja sudah bisa kak dan unduh aplikasi peduli lindungi,positive
9/21/2021 12:48,Surat vaksin kalau Tidak ya menunjukan sertifikat vaksin yang di Peduli Lindungi,positive
9/6/2021 23:54,"sudah punya aplikasi peduli lindungi? coba masuk aplikasi itu, unduh, registrasi pakai nomor ponsel atau email",positive
9/16/2021 3:12,"halo kak, sudah bisa dapat akun / kata sandi dari Peduli Lindungi tidak ya?",neutral
9/19/2021 7:30,Ada aturan bisa tunjukan sertifikat fisik vaksin. Beberapa kali kami lakukan saat aplikasi peduli lindungi sedang bermasalah,positive
9/19/2021 0:17,"aplikasi peduli lindungi hilang dari playstore Ponsel saya, bagimana mau pasang? ",negative
9/18/2021 6:41,Belikan ponsel android pak. . . . baru bikinkan akun. . . . baru mengunduh aplikasi peduli lindungi. . . . . apa gunanya peduli lindungi,negative
9/20/2021 23:46,Daftarnya pakai nomor ponsel salah satu keluarganya. . nanti deteksi Peduli Lindungi menggunakan ponsel keluarganya tersebut. ,positive
9/17/2021 22:51,"Istri saya Tidak unduh Peduli Lindungi, tapi sertifikat vaksin istri ada di aplikasi peduli lindungi punya saya. ",negative
9/18/2021 17:25,Jadi intinya anda tidak setuju syarat naik pesawat harus Menunjukan bukti aplikasi peduli lindungi seperti itu?,negative
9/19/2021 0:47,Karni ilyas mempertanyakan keterwakilan orang2 yang tidak paham dalam mengakses fasilitas publik jika aplikasi peduli lindungi di wajibkan,neutral
9/18/2021 3:06,memang Peduli Lindungi itu harus punya Ponsel???? ini Ibu Saya Tidak punya Ponsel. . hanya bawa ktp. . Pinjam ponsel keluarga tetap bisa,positive
9/18/2021 16:06,"Peduli Lindungi Tidak ada manfaatnya, kok masih saja di wajibkan",negative
9/18/2021 2:20,Ponakan saya sudah vaksin pertama 25 Agustus 2021 maksudnya supaya bisa kemana2 + ngurus apapun yang pakai saya hanya setifikat di aplikasi peduli lindungi,positive
9/18/2021 0:31,"saya lebih bingung ka, Sudah ikut vaksin 1 sampai sekarang sudah 1 bulan data saya tidak ada di Peduli Lindungi",negative
9/17/2021 13:44,Saya sudah 2 kali vaksin aplikasi peduli lindungi malah saya hapus boros baterai,negative
9/18/2021 6:00,sertifikatnya bisa dicetak kan kak. Atau memang diwajibkan memakai aplikasi peduli lindungi ?,neutral
9/18/2021 11:07,Solusi mudah. Belikan Ponsel. Masalah mudah jangan dibikin sulit. Dengan begitu jadi bisa menggunakan peduli lindungi,neutral
9/18/2021 7:45,Tadi saya masuk Mall of indonesia dengan sertifikat vaksin saja tidak apa2 pak Tidak harus Peduli Lindungi,neutral
9/17/2021 14:32,"Ya kali suruh belikan ponsel hanya untuk unduh aplikasi peduli lindungi, dibelikan belum tentu bisa pakai",negative
9/19/2021 11:19,Iya. . Hahaha Karena pakai aplikasi peduli lindungi kita jadi peduli lingkungan. . . . ,negative
9/19/2021 2:55,Baru tahu di sana ada orang Tidak sayang anak. Ko bisa tidak peduli dan tidak lindungi anak,negative
9/9/2021 21:39,"kak itu kok ada syarat Menunjukan kartu vaksin, katanya tidak boleh dicetak? Harus menunjukan dari aplikasi peduli lindungi",neutral
9/6/2021 13:56,"Rumah Sakit Persada ka, terhitung dari keluarnya hasil PCR, nanti di periksa poin tinggal Menunjukan saja",positive
9/4/2021 6:48,"Aku dulu gitu, kemudian aplikasi lindungi peduli tidak hapus kemudian pasang ulang, akhirnya bisa",positive
9/20/2021 11:48,dapat pesan singkat tidak? periksa web Peduli Lindungi saja,positive
9/19/2021 11:01,Sudah wajib pakai Peduli Lindungi ya ka. Pasang aplikasi Ketika di rumah supaya Tidak berkerumun di pintu masuk,positive
9/16/2021 13:26,Langsung pakai web Peduli Lindungi saja,positive
9/19/2021 11:34,kalau sudah masuk dengan Peduli Lindungi Tidak perlu sertifikat vaksin,positive
9/7/2021 9:15,"Sore sahabat, pelaku perjalanan rute tersebut wajib menunjukan kartu vaksin (Minimal vaksin dosis pertama) dan sudah melakukan test PCR ",neutral
9/18/2021 4:04,Ka saya tanggal 28 agustus ikut vaksin di masjid Darul amanah bisa?,neutral
9/7/2021 15:36,Ibu saya sudah divaksin semua saja sampai heran pakai aplikasi peduli lindungi. ,negative
9/16/2021 9:19,serius????. Aku Tidak pernah pakai Peduli Lindungi. masuk gimana. ada barcode nya seperti di dunia fantasi gitu?. ya ampun ribet banget,negative
9/20/2021 10:57,"kementrian melakukan uji coba penggunaan aplikasi peduli lindungi di 14 pasar rakyat di Daerah Ibu Kota Jakarta, Jawa Barat",neutral
9/20/2021 3:36,"Mau tanya , berapa lama keluar sertifikat setelah vaksin ? Saya sudah vaksin tapi belum ada sertifikatnya sampai sekarang",negative
9/7/2021 2:20,Mengamankan aplikasi peduli lindungi seharusnya dibuat kan KATA SANDI,negative
9/17/2021 3:10,"adik saya belum vaksin, tapi di Peduli Lindungi tercatat sudah vaksin pertama. Saat ini dia jadi tidak bisa di vaksin",negative
9/17/2021 3:53,anak saya sudah Vaksin dari bulan maret 2021 sampai saat ini sertifikat belum muncul di Peduli Lindungi,negative
9/10/2021 4:21,Bagaimana jika belum vaksin namun di aplikasi peduli lindungi kok sudah ada sertifikat vaksin ya. ,neutral
9/6/2021 1:03,buat apa ada aplikasi peduli lindungi kalau kita masih tetap disuruh validasi? Kita sudah PCR ,negative
9/21/2021 6:22,"Ka terkait rekomendasi Peduli Lindungi telah disetuji oleh kementrian kesehatan, namun sampai saat ini akun belum disetujui",negative
9/22/2021 3:18,"kemenkes mohon bantuannya. Istri saya sudah 10 kali telepon Peduli Lindungi, ke puskesmas sudah 5 kali, sudah coba berbagai cara harus gimana lagi?",negative
9/21/2021 3:29,"Saya batal di vaksinasi gotong royong saya sudah hapus di biofarma, tapi di aplikasi peduli lindungi tetap tercantum",neutral
9/19/2021 11:50,selamat malam Ka. . mohon informasinya bagaimana tata cara mendapatkan QR Peduli Lindungi untuk instansi?,neutral
9/6/2021 11:48,"Tolong kenapa ini sertifikat vaksin di aplikasi peduli lindungi saya hilang, padahal sudah di vaksin",negative
9/20/2021 16:44,BUAT YANG PINTAR. . MAU tanya NIH. . KENAPA KOK BISA aplikasi peduli lindungi DATANYA Tidak AMAN,neutral
9/20/2021 6:46,"mohon bantuannya, saya sudah mengajukan rekomendasi Peduli Lindungi sejak 7 september, dan statusnya belum hijau",neutral
9/16/2021 1:40,"di aplikasi peduli lindungi saya kenapa bisa ada 2 nama yang muncul, padahal saya menggunakan satu Nomor Induk Kependudukan ",negative
9/22/2021 1:21,"halo, kenapa aplikasi peduli lindungi saya tidak bisa diperbarui hasil PCR nya? Mohon solusi.",negative
9/8/2021 22:03,Katanya masyarakat suruh pasang aplikasi peduli lindungi tapi saya mau pasang susah sekali,negative
9/8/2021 22:21,"mau informasikan bahwa aplikasi peduli lindungi tidak bisa mengirim kode verifikasi ke email, Sudah dicoba berulang2. ",negative
9/20/2021 16:49,"Mungkin disini. . Mau tanya nih. . . Kenapa ya, aplikasi peduli lindungi bisa mendeteksi orang yang terpapar covid- 19?",neutral
9/7/2021 23:47,"Pagi Pak, aplikasi peduli lindungi kenapa setelah diperbarui tidak bisa masuk lagi? hampir setiap ulasan di aplikasi sama",negative
9/16/2021 9:38,"tapi kan Peduli Lindungi sendiri dikelola sama Kominfo ya, apakah perlu pendaftaran lagi?",neutral
9/22/2021 12:12,Pemerintah harus lebih aktif menjaga mall dan tempat publik. Melaksanakan ketentuan dengan Peduli Lindungi. ,negative
9/4/2021 7:25,Waduh. . . . . aplikasi peduli lindungi aman,positive
9/21/2021 20:48,"Sebagai informasi, pemeriksaan bebas Covid- 19 harus terintegrasi dengan aplikasi peduli lindungi ",neutral
9/16/2021 3:41,"Iya hanya untuk yang sudah dosis kedua dong, nanti kelihatan di Peduli Lindungi kalau sudah dosis kedua warnanya hijau",positive
9/18/2021 2:08,"Biasa kak , kalau di tanya jawabannya suruh hubungi Peduli Lindungi …. ",positive
9/21/2021 3:26,Jangan lupa masuk Peduli Lindungi kak. . Sepertinya ada diskon jika masuk pakai aplikasi hahaha,positive
9/18/2021 10:50,"maaf ikutan, itu sebenarnya sudah ada , tapi memang sertifikat vaksin di Peduli Lindungi kadang tidak bisa di buka",negative
9/7/2021 7:49,"Tidak apa, kalau sudah terdata di aplikasi peduli lindungi. ",positive
9/18/2021 4:05,Tidak bisa belum punya Peduli Lindungi ,negative
9/19/2021 1:37,"DAFTAR DULU DI Peduli Lindungi NYA, sudah belum?",negative
9/6/2021 5:54,Mall mana ? Masuk pakai aplikasi peduli lindungi atau hanya tunjukkin surat vaksin?,neutral
9/20/2021 7:51,"Selamat berjuang untuk menghubungi Pelayanan Konsumen Peduli Lindungi, Tidak akan dijawab sih ",negative
9/19/2021 15:28,Kalau kata kakanya Tidak Peduli + Tidak Lindungi + Ratio,negative
9/21/2021 23:28,Tidak harus terhubung Peduli Lindungi?,neutral
9/20/2021 15:16,Berarti gerak gerik kita dipantau menggunakan Peduli Lindungi?,negative
9/3/2021 23:08,Proyek gagal aplikasi peduli lindungi. Nanti bikin proyek baru lagi supaya ada uang. ,negative
9/4/2021 5:57,Ponsel Saya tidak bisa menggunakan aplikasi peduli lindungi,negative
9/21/2021 3:09,Tidak perlu pakai Peduli Lindungi mungkin ,negative
9/20/2021 16:43,Di aplikasi peduli lindungi,neutral
9/17/2021 8:30,tolong Ka? anak saya sudah ikut vaksin di Pusat pemerintah. Tapi data sampai sekarang belum di data ke peduli lindungi,negative
9/17/2021 4:20,Cukup bawa salinan kartu tanda penduduk saja ya kak? Dan sudah terdaftar di Peduli Lindungi untuk vaksin 2 nya?,neutral
9/19/2021 2:36,"Kalau tidak dapat undangan melalui pesan singkat atau dapat jadwal dari Peduli Lindungi, bisa langsung datang untuk vaksin ya Ka?",neutral
9/21/2021 12:14,"Ribet ka, kalau ke mall harus ada aplikasi peduli lindungi",negative
9/22/2021 4:04,terlalu banyak jadi harus masuk pakai Peduli Lindungi dulu. . Ke mall,negative
9/17/2021 6:48,Hasil vaksinasi dengan booster menurunkan angka kematian dengan drastis. . . . Terima Kasih. . . Data peduli lindungi,positive
9/16/2021 0:30,Negara belum siap atas vaksin . Kenapa peraturan terburu buru di terapkan . ? ,negative
9/6/2021 10:43,Yang mengurus sistem aplikasi amatiran? Entahlah. . . Peduli- lindungi juga ribet pakainya. . .,negative
9/6/2021 5:34,Hai kak Andri. Jika ada kendala pada aplikasi peduli lindungi kami sarankan menghubungi pihak peduli lindungi ,neutral
9/18/2021 11:15,"pakai , Peduli Lindungi perhatiin halalin",positive
9/20/2021 12:35,Bukannya masuk mallnya sudah pakai Peduli Lindungi? untuk apa juga masuk bioskop pakai itu lagi?,neutral
9/6/2021 12:59,"Luhut menegaskan, pemerintah akan menindak orang- orang masuk kategori merah termasuk positif COVID- 19 pada Peduli Lindungi ke gugus covid ",positive
9/20/2021 21:29,memangnya belum unduh Peduli Lindungi apa??,neutral
9/4/2021 12:15,"Namanya saja, Peduli Lindungi suruh lindungi data anda, bikin nama aplikasi Tidak berguna",negative
9/16/2021 10:38,Mitra 10 juga tanya vaksin dan Peduli Lindungi anak2 tidak bisa masuk,negative
9/6/2021 17:00,"Tidak Perlu pasang aplikasi, kalau Peduli Lindungi ke kamu mah aku juga bisa setiap hari hahaha",negative
9/18/2021 11:01,Versi sudah Masuk Per Orangan pakai aplikasi peduli lindungi,positive
9/6/2021 17:07,"serta mengisi elektronik HAC Indonesia di aplikasi peduli lindungi. Selanjutnya, silahkan berkoordinasi dengan pihak terkait",positive
9/18/2021 11:35,kalau kereta pakai ini. Scan barcode melalui Peduli Lindungi Kereta jarak jauh dan luar Jawa juga sama seperti itu,positive
9/17/2021 8:40,aplikasi peduli lindungi jadi seperti. . . Tidak mampu lindungi yang sehat. . . Tidak peduli sama data pengguna. . . . ,negative
9/17/2021 15:48,Berarti yang salah protokol mallnya dong? Tidak periksa hasil scan Peduli Lindungi terlebih dahulu,negative
9/16/2021 14:40,"Dari awal vaksin padahal bulan 7, tapi di aplikasi seperti ini. Ditambah lagi ayahku kerja pabrik yang membutuhkan sertifikat vaksin pada peduli lindungi untuk dapat bekerja",negative
9/17/2021 1:52,Dari mana tahu nya kalau orang tersebut positif ? aplikasi peduli lindungi hanya mendeteksi apakah orang tersebut terdampak atau tidak,negative
9/16/2021 12:59,Lapor. Saya sudah vaksin. Tapi sertifikat vaksin saya salah nomor Kartu Tanda Penduduk nya sehingga saya dianggap belum vaksin,negative
9/18/2021 6:31,sertifikat vaksin saya yang ke- 2 juga belum kunjung keluar. Padahal sudah selesai vaksin ke- 2 tanggal 30 maret,negative
9/21/2021 9:02,"Bisa Kak, kalau sudah ada undangan vaksin ke2 datang saja. betulkan datanya dulu telepon ke Peduli Lindungi melalui Pusat Layanan Informasi ",positive
9/17/2021 3:43,"Iya sudah turun. Masih ya ternyata, ditusuk tusuk bagaimana aku kalau pulang nanti pasti sudah menerapkan pakai Peduli Lindungi",neutral
9/20/2021 11:23,"Pantengin terus aplikasi peduli lindungi, untuk yang belum lolos jangan patah semangat",negative
9/22/2021 7:45,"Kalau lagi positif ke lacak asalkan GPS nya aktif , tapi PCR kok Di Peduli Lindungi statusnya jadi hitam",positive
9/3/2021 13:08,"Tidak ada keterangan sih, barcode nya terhubung ke Whatsapp . Bukan pakai aplikasi peduli lindungi. ",negative
9/22/2021 16:51,Sudah pakai aplikasi peduli lindungi sekarang,positive
9/17/2021 6:51,Itu cara menunjukanya gimana? pakai aplikasi peduli lindungi ?,neutral
9/10/2021 0:36,jangan lupa mengisi elektronik HAC pada aplikasi peduli lindungi. ,positive
9/22/2021 2:04,"pakai Peduli Lindungi kata teman, untuk dapat sertifikat vaksin",positive
9/22/2021 2:08,Surat vaksin atau melalui Peduli Lindungi,neutral
9/16/2021 19:09,Tolong perhatian khusus pemerintah berikan untuk aplikasi peduli lindungi ,negative
9/20/2021 6:24,"tidak ka, coba langsung daftar akun saja di Peduli Lindungi. Kemarin kasusnya sama seperti teman saya soalnya",positive
9/17/2021 15:40,Bisa periksa di Peduli Lindungi tapi yang di web ya jangan aplikasi. ,positive
9/16/2021 5:58,"Betul sekali sih, Peduli Lindungi selalu menemani, dan selalu di perhatikan. Terima kasih Peduli Lindungi ",positive
9/17/2021 8:13,"Benar Kak, karena Dharmawangsa termasuk perjalanan Kereta Jarak Jauh sehingga persyaratannya diwajibkan menggunakan aplikasi peduli lindungi",positive
9/10/2021 8:08,"tadi ingin coba saja, masuk ke mall sendirian, pegang ponsel isi aplikasi peduli lindungi. Alhamdulillah tidak ada kendala",positive
9/5/2021 14:18,jangan lupa kalau mau masuk mall unduh dulu aplikasi peduli lindungi. . ,positive
9/21/2021 3:26,"kalau mau vaskin, cari sendiri tempat vaksinnya. Peduli Lindungi hanya untuk pembuatan akun dan informasi sertifikat nya saja",positive
9/17/2021 22:55,"Iya ka. Peraturannya, bisa nonton di bioskop kalau status kita di Peduli Lindungi sudah warna hijau ",positive
9/16/2021 14:05,"pakai aplikasi peduli lindungi tidak? Kalau aku sertifikat nya disitu jadi tidak melalui pesan singkat, setau saya kalau pesan singkat hanya jadwal vaksin saja ",positive
9/4/2021 9:04,Tenang data pribadi di aplikasi peduli lindungi aman dan terpercaya #PEDULILINDUNGIAman,positive
9/3/2021 17:17,Saya kepikiran tapi jauh banget Peduli Lindungi aplikasi ribet kenapa tidak pakai data sidik jari gitu saja,neutral
9/5/2021 0:05,"Benar sahabat, pelaku perjalanan rute tersebut dapat menggunakan hasil negatif Rapid Test Antigen serta pastikan sudah mengunduh aplikasi peduli lindungi",neutral
9/22/2021 2:21,"bisa kok, yang Kereta Penataran itu. Syaratnya minimal vaksin 1x dan unduh aplikasi peduli lindungi",positive
9/6/2021 7:26,sekarang pakai aplikasi peduli lindungi kak wajib,positive
9/20/2021 13:49,sertifikat vaksinnya bentuk digital di aplikasi peduli lindungi boleh Tidak kak?,neutral
9/22/2021 13:17,"Datang 2 orang, hanya 1 orang yang wajib ada vaksin ko. Sisanya bebas mau ada atau tidak. Cukup scan di aplikasi peduli lindungi ",positive
9/18/2021 10:26,"Melalui pesan singkat , kalau tidak pasang aplikasi peduli lindungi",neutral
9/16/2021 11:56,"yaampun sudah vaksin 2 kali sertifikat belum keluar sebulan, telepon layanan peduli lindungi tidak ada responnya",negative
9/8/2021 2:18,"Ya memang syarat liga yang terdaftar di aplikasi lindungi peduli, bukan hanya ada sertifikat vaksin nya saja.",negative
9/17/2021 8:44,"halo, saya juga sama. waktu itu telepon Peduli Lindungi disuruh ke tempat kita vaskin langsung",positive
9/17/2021 2:05,"Pergi ke fasilitas kesehatan tempat vaksinasinya, Minta mereka betulkan di aplikasinya. . karena kalau ke Peduli Lindungi nya lama ",negative
9/16/2021 23:54,Banyak masyarakat malah pada protes katanya kita ditanami pelacak untuk bisa dibunuh secara tiba2 karena vaksin dan peduli lindungi ,negative
9/16/2021 23:56,Naik kereta luar kota juga pakai Peduli Lindungi saja ? tidak perlu rapid atau PCR??,neutral
9/22/2021 16:13,Karena masuk kantor avenger harus punya aplikasi peduli lindungi kak,positive
9/3/2021 23:15,Data rakyat menyebar. . . Padahal proyek aplikasi peduli lindungi dibayar paka uang rakyat. Tidak benar nih!!!!!,negative
9/19/2021 22:45,Daripada Peduli Lindungi sepertinya kok lebih bermanfaat Kawal Masa Depan. . ,negative
9/16/2021 14:29,Di XXI tadi aku hanya scan tempat pakai Peduli Lindungi itu sih tapi aku berdua sudah vaksin kedua juga jadi kurang tahu deh ,neutral
9/16/2021 12:15,"sudah, hanya harus unduh Peduli Lindungi",positive
9/17/2021 23:55,jangan lupa untuk pasang aplikasi peduli lindungi untuk scan barcodenya.,positive
9/22/2021 14:24,Tadi masuk bioskop Tidak ada ditanyain vaksin malah hanya diminta scan Peduli Lindungi saja,positive
9/7/2021 7:25,Halo kak . Jika ada kendala pada aplikasi peduli lindungi kami sarankan menghubungi pihak Peduli Lindungi langsung ,neutral
9/17/2021 18:31,"waktu mau masuk mall untuk vaksin, harus scan barcode untuk masuk. Ada pengendara ojek yang tidak memiliki aplikasi peduli lindungi tidak bisa masuk",negative
9/4/2021 14:26,"Maaf Pak kalau saya sudah divaksin tapi nama saya tidak terdaftar di aplikasi peduli lindungi, bagaimana itu pak?",negative
9/22/2021 15:44,"iya aku mati tidak bisa berkutik Tidak bisa kemana2. masuk supermarket saja harus Peduli Lindungi, indomaret nya yang mau pakai begitu ya. ribet",negative
9/17/2021 14:03,Bener soalnya ini mengindikasikan ada yang perlu improvement dari aplikasi peduli lindungi,negative
9/18/2021 16:12,Peduli Lindungi Tidak sih,negative
9/22/2021 5:06,masuk menggunakan Peduli Lindungi melengkapi data. Kemudian pesan tiket untuk naik kereta,positive
9/22/2021 1:21,Peduli Lindungi atau kasih unduh sertifikat?,neutral
9/6/2021 2:08,"Ditambah dipersulit juga dengan aplikasi peduli lindungi yang harus di unduh, kasihan orang yang Tidak mampu beli ponsel",negative
9/20/2021 8:57,Untungnya GPS untuk Peduli Lindungi sudah Saya set pengaturannya untuk izin akses GPS Ketika buka saja . Ketika aku keluar aplikasi mati,positive
9/17/2021 9:44,Coba call 119 atau email ke Peduli Lindungi. Meskipun sedikit susah/ lama tapi bisa. Pengalaman pribadi.,positive
9/17/2021 15:47,Mungkin responnya lama Karena banyaknya penerima vaksin yang juga mengeluh. Saya dulu langsung hubungi peduli lindunginya,negative
9/17/2021 9:02,"punya saya malah sebulan lebih, tapi vaksinnya beda tempat. Sudah email tim peduli lindungi belum ada balasan",negative
9/17/2021 15:52,"Saya tanggal 8 september vaksin kedua di lavalete, besoknya sertifikat keluar. . dan tanggal 1 nya sudah bisa berpergian dengan aplikasi peduli lindungi",positive
9/21/2021 11:32,"Sinkronisasi ke aplikasi peduli lindungi Bu, untuk yang vaksinnya di luar negeri seperti itu, tapi ini Tidak selesai2 ",negative
9/17/2021 11:55,Iyakah? Soalnya masuk mall harus pakai aplikasi peduli lindungi (dari temanku aku belum ke mall lagi) ,positive
9/17/2021 11:57,"YA KAN AKU Tidak tahu kakak VAKSIN DISANA pakai APA, ya sudah tinggal tanya sama puskesmas coba supaya datamu ada di aplikasi peduli lindungi",positive
9/22/2021 16:05,Fungsi aplikasi peduli lindungi gimana. . ?,neutral
9/18/2021 11:44,Peduli Lindungi servernya bentuk flashdisk,negative
9/7/2021 13:49,kalau hoka bento hanya bisa makan di tempat 30 menit dengan menunjukan sertifikat vaksin bagi yang tidak ada aplikasi peduli lindungi bisa pesan melalui aplikasi,positive
9/20/2021 15:19,1 + sudah ada Peduli Lindungi ya,positive
9/20/2021 15:09,1 kak pastikan sudah unduh dan registerasi aplikasi peduli lindungi,positive
9/22/2021 2:52,"Bisa, tapi tetap pakai aplikasi peduli lindungi untuk masuknya tapi tergantung penjaganya sih",positive
9/22/2021 0:09,"Boleh kok banyak aku lihat, tinggal scan barcode nanti Ketika masuk di Peduli Lindungi",positive
9/10/2021 16:25,"buka aplikasi peduli lindungi, terus scan barcode yang ada di stasiun",positive
9/18/2021 1:55,"Lihat saja di Peduli Lindungi, kan kelihatan nanti data kitanya",positive
9/22/2021 9:56,naik Kereta hanya pakai aplikasi peduli lindungi kan ya??senang banget deh,positive
9/19/2021 4:19,Pengaruh kak soalnya sertifikat sama kode nya di kirim melalui pesan singkat bisa hubungin Peduli Lindungi,positive
9/20/2021 4:14,Peduli Lindungi saja bisa,positive
9/21/2021 21:06,"Fungsi MASKERAN, FUNGSI CUCI TANGAN , apa pak akhirnya pakai aplikasi peduli lindungi juga",neutral
9/21/2021 11:07,"Promosi aplikasi peduli lindungi saja, . kalau mau dicetak kartunya ini bagaimana?",neutral
9/18/2021 18:06,Takut ketahuan dia Ingin Peduli Lindungi deh,negative
9/16/2021 16:24,tidak boleh kak karena hanya aplikasi peduli lindungi yang bisa di pakai,positive
9/17/2021 4:03,scan barcode pakai aplikasi peduli lindungi disetiap fasilitas publik,positive
9/21/2021 6:04,aku baru vaksin pertama tanggal 3 lalu dan beberapa hari kemudian langsung keluar di Peduli Lindungi,positive
9/19/2021 5:05,kak sudah mengunduh Peduli Lindungi? nanti ada deh disitu riwayat setelah vaksinnya,positive
9/19/2021 5:17,"Saya hanya satu jam sihh, kalau Tidak dapat coba periksa Peduli Lindungi saja",positive
9/20/2021 8:52,"Kalau cari pasangan yang peduli ka, pakai Peduli Lindungi, selain peduli, dia juga melindungi",positive
9/19/2021 2:16,saranku lewat gedung sebelah yang ramayana. tidak di periksa Peduli Lindungi. scan suhu tangan saja,neutral
9/5/2021 0:00,"aplikasi peduli lindungi jelek banget, aplikasi apaan ini susah sekali masuknya. . ",negative
9/18/2021 4:45,"bebas deh kayanya, tadi dilihat di aplikasi peduli lindungi asal bawa hasil kertas nya",positive
9/22/2021 21:35,Kakanya ngomong ke petugasnya ?Atau otomatis muncul di Peduli Lindungi?,neutral
9/21/2021 9:07,"coba unduh aplikasi peduli lindungi, terus masuk pakai nomor Nomor Induk Kependudukan - alamat email- nomor telepon yang sama",positive
9/16/2021 5:07,Sepertinya nya bisa periksa sendiri di link/ aplikasi peduli lindungi ya,positive
9/18/2021 9:04,"Demi Tuhan saya tidak nyaman apa - apa harus menunjukan Peduli Lindungi, harus kasih lihat kartu vaksin",negative
9/21/2021 17:44,"kalau bioskop kota aku di suruh ngescan barcode Peduli Lindungi saja sih ka, sama minimal sudah vaksin sekali",positive
9/18/2021 2:09,"masuk bioskop juga scan aplikasi peduli lindungi ka, dan yang sudah vaksin 2 kali yang bisa masuk",positive
9/18/2021 2:08,"mau tanya, katanya web Peduli Lindungi baru bermasalah ya? maksudnya Tidak aman gitu",negative
9/18/2021 4:02,Baik kak harus top up Peduli Lindungi hahaha,positive
9/18/2021 2:00,Peduli Lindungi punya uang elektronik juga loh ngomong2,positive
9/18/2021 0:14,HAHAHA benar Tidak Perlu pakai UANG. Pakai Peduli Lindungi saja,negative
9/19/2021 10:51,Mungkin Pemerintah bisa menjawab. . Kenapa aplikasi peduli lindungi bisa mendeteksi orang yang terpapar positif menggunakan aplikasi saja?Untuk apa PCR,negative
9/18/2021 13:36,Mengenai hasil test PCR di bandara Husein Sastranegara telah terintegrasi dengan aplikasi peduli lindungi.,neutral
9/7/2021 14:52,"Dan Menunjukan sertifikat/ kartu vaksin minimal dosis pertama, serta mengisi formulir elektronik HAC melalui aplikasi peduli lindungi",positive
