Waktu,Data,data_tokens,data_tokens_stopwords,data_tokens_stemmed,data_preprocessed,Sentiment
9/16/2021 3:31,jangan nunggu di pesan singkat sih coba saja langsung daftar di peduli lindungi terus langsung cari nomor induk kependudukan kamu waktu itu saya begitu,"['jangan', 'nunggu', 'di', 'pesan', 'singkat', 'sih', 'coba', 'saja', 'langsung', 'daftar', 'di', 'peduli', 'lindungi', 'terus', 'langsung', 'cari', 'nomor', 'induk', 'kependudukan', 'kamu', 'waktu', 'itu', 'saya', 'begitu']","['nunggu', 'pesan', 'singkat', 'sih', 'coba', 'langsung', 'daftar', 'peduli', 'lindungi', 'langsung', 'cari', 'nomor', 'induk', 'kependudukan']","['nunggu', 'pesan', 'singkat', 'sih', 'coba', 'langsung', 'daftar', 'peduli', 'lindung', 'langsung', 'cari', 'nomor', 'induk', 'duduk']","['nunggu', 'pesan', 'singkat', 'sih', 'coba', 'langsung', 'daftar', 'peduli', 'lindung', 'langsung', 'cari', 'nomor', 'induk', 'duduk']",neutral
9/16/2021 7:11,kalau kamu daftar vaksin online ya berarti kartu vaksin kamu juga online bisa di periksa di peduli lindungi,"['kalau', 'kamu', 'daftar', 'vaksin', 'online', 'ya', 'berarti', 'kartu', 'vaksin', 'kamu', 'juga', 'online', 'bisa', 'di', 'periksa', 'di', 'peduli', 'lindungi']","['daftar', 'vaksin', 'online', 'ya', 'kartu', 'vaksin', 'online', 'periksa', 'peduli', 'lindungi']","['daftar', 'vaksin', 'online', 'ya', 'kartu', 'vaksin', 'online', 'periksa', 'peduli', 'lindung']","['daftar', 'vaksin', 'online', 'ya', 'kartu', 'vaksin', 'online', 'periksa', 'peduli', 'lindung']",positive
9/21/2021 15:47,kalau kereta kemarin sih pakai aplikasi peduli lindungi kalau kereta jarak jauh sepertinya vaksin sama swab deh,"['kalau', 'kereta', 'kemarin', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'kalau', 'kereta', 'jarak', 'jauh', 'sepertinya', 'vaksin', 'sama', 'swab', 'deh']","['kereta', 'kemarin', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'kereta', 'jarak', 'vaksin', 'swab', 'deh']","['kereta', 'kemarin', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kereta', 'jarak', 'vaksin', 'swab', 'deh']","['kereta', 'kemarin', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kereta', 'jarak', 'vaksin', 'swab', 'deh']",neutral
9/5/2021 14:56,sepertinya bukan sertifikat vaksin deh tapi scan dari aplikasi peduli lindungi,"['sepertinya', 'bukan', 'sertifikat', 'vaksin', 'deh', 'tapi', 'scan', 'dari', 'aplikasi', 'peduli', 'lindungi']","['sertifikat', 'vaksin', 'deh', 'scan', 'aplikasi', 'peduli', 'lindungi']","['sertifikat', 'vaksin', 'deh', 'scan', 'aplikasi', 'peduli', 'lindung']","['sertifikat', 'vaksin', 'deh', 'scan', 'aplikasi', 'peduli', 'lindung']",positive
9/17/2021 3:00,tertumpuk datanya ka vaksin umum bersama bukan kalau iya saya juga gitu kemarin benar sebulan lebih baru dapat sertifikat vaksin di peduli lindungi,"['tertumpuk', 'datanya', 'ka', 'vaksin', 'umum', 'bersama', 'bukan', 'kalau', 'iya', 'saya', 'juga', 'gitu', 'kemarin', 'benar', 'sebulan', 'lebih', 'baru', 'dapat', 'sertifikat', 'vaksin', 'di', 'peduli', 'lindungi']","['tertumpuk', 'datanya', 'ka', 'vaksin', 'iya', 'gitu', 'kemarin', 'sebulan', 'sertifikat', 'vaksin', 'peduli', 'lindungi']","['tumpuk', 'data', 'ka', 'vaksin', 'iya', 'gitu', 'kemarin', 'bulan', 'sertifikat', 'vaksin', 'peduli', 'lindung']","['tumpuk', 'data', 'ka', 'vaksin', 'iya', 'gitu', 'kemarin', 'bulan', 'sertifikat', 'vaksin', 'peduli', 'lindung']",negative
9/22/2021 12:01,langsung keluar di hari itu juga kok periksa saja aplikasi peduli lindungi,"['langsung', 'keluar', 'di', 'hari', 'itu', 'juga', 'kok', 'periksa', 'saja', 'aplikasi', 'peduli', 'lindungi']","['langsung', 'periksa', 'aplikasi', 'peduli', 'lindungi']","['langsung', 'periksa', 'aplikasi', 'peduli', 'lindung']","['langsung', 'periksa', 'aplikasi', 'peduli', 'lindung']",positive
9/22/2021 3:03,lihat dari peduli lindungi coba ka saya tidak ada pesan singkat ketika lihat peduli lindungi ada sih,"['lihat', 'dari', 'peduli', 'lindungi', 'coba', 'ka', 'saya', 'tidak', 'ada', 'pesan', 'singkat', 'ketika', 'lihat', 'peduli', 'lindungi', 'ada', 'sih']","['lihat', 'peduli', 'lindungi', 'coba', 'ka', 'pesan', 'singkat', 'lihat', 'peduli', 'lindungi', 'sih']","['lihat', 'peduli', 'lindung', 'coba', 'ka', 'pesan', 'singkat', 'lihat', 'peduli', 'lindung', 'sih']","['lihat', 'peduli', 'lindung', 'coba', 'ka', 'pesan', 'singkat', 'lihat', 'peduli', 'lindung', 'sih']",positive
9/6/2021 11:26,lihat di aplikasi peduli lindungi belum ada juga saya vaksin siang sorenya sudah harus punya sertifikat soalnya,"['lihat', 'di', 'aplikasi', 'peduli', 'lindungi', 'belum', 'ada', 'juga', 'saya', 'vaksin', 'siang', 'sorenya', 'sudah', 'harus', 'punya', 'sertifikat', 'soalnya']","['lihat', 'aplikasi', 'peduli', 'lindungi', 'vaksin', 'siang', 'sorenya', 'sertifikat']","['lihat', 'aplikasi', 'peduli', 'lindung', 'vaksin', 'siang', 'sore', 'sertifikat']","['lihat', 'aplikasi', 'peduli', 'lindung', 'vaksin', 'siang', 'sore', 'sertifikat']",negative
9/16/2021 11:29,tidak periksa di peduli lindungi saja ka,"['tidak', 'periksa', 'di', 'peduli', 'lindungi', 'saja', 'ka']","['periksa', 'peduli', 'lindungi', 'ka']","['periksa', 'peduli', 'lindung', 'ka']","['periksa', 'peduli', 'lindung', 'ka']",neutral
9/16/2021 4:40,tidak apa sih hanya nanti di aplikasi peduli lindungi jadinya kalau untuk akun pakai nomor ponsel jadi ada nama dibagian titik,"['tidak', 'apa', 'sih', 'hanya', 'nanti', 'di', 'aplikasi', 'peduli', 'lindungi', 'jadinya', 'kalau', 'untuk', 'akun', 'pakai', 'nomor', 'ponsel', 'jadi', 'ada', 'nama', 'dibagian', 'titik']","['sih', 'aplikasi', 'peduli', 'lindungi', 'akun', 'pakai', 'nomor', 'ponsel', 'nama', 'dibagian', 'titik']","['sih', 'aplikasi', 'peduli', 'lindung', 'akun', 'pakai', 'nomor', 'ponsel', 'nama', 'bagi', 'titik']","['sih', 'aplikasi', 'peduli', 'lindung', 'akun', 'pakai', 'nomor', 'ponsel', 'nama', 'bagi', 'titik']",positive
9/16/2021 11:35,tidak unduh aplikasi peduli lindungi,"['tidak', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['unduh', 'aplikasi', 'peduli', 'lindungi']","['unduh', 'aplikasi', 'peduli', 'lindung']","['unduh', 'aplikasi', 'peduli', 'lindung']",neutral
9/8/2021 23:51,unduh dulu sertifikat vaksin dalam bentuk pdf di aplikasi peduli lindungi masalah mencetak itu sih tinggal cetak saja,"['unduh', 'dulu', 'sertifikat', 'vaksin', 'dalam', 'bentuk', 'pdf', 'di', 'aplikasi', 'peduli', 'lindungi', 'masalah', 'mencetak', 'itu', 'sih', 'tinggal', 'cetak', 'saja']","['unduh', 'sertifikat', 'vaksin', 'bentuk', 'pdf', 'aplikasi', 'peduli', 'lindungi', 'mencetak', 'sih', 'tinggal', 'cetak']","['unduh', 'sertifikat', 'vaksin', 'bentuk', 'pdf', 'aplikasi', 'peduli', 'lindung', 'cetak', 'sih', 'tinggal', 'cetak']","['unduh', 'sertifikat', 'vaksin', 'bentuk', 'pdf', 'aplikasi', 'peduli', 'lindung', 'cetak', 'sih', 'tinggal', 'cetak']",positive
9/22/2021 5:06,sudah terintegrasi peduli lindungi juga loh,"['sudah', 'terintegrasi', 'peduli', 'lindungi', 'juga', 'loh']","['terintegrasi', 'peduli', 'lindungi', 'loh']","['integrasi', 'peduli', 'lindung', 'loh']","['integrasi', 'peduli', 'lindung', 'loh']",positive
9/17/2021 5:33,pengalaman saya mau vaksin tapi nomor induk kependudukan sudah di pakai dengan nama orang lain sudah lapor disdukcapil sih tidak ada tanggapan,"['pengalaman', 'saya', 'mau', 'vaksin', 'tapi', 'nomor', 'induk', 'kependudukan', 'sudah', 'di', 'pakai', 'dengan', 'nama', 'orang', 'lain', 'sudah', 'lapor', 'disdukcapil', 'sih', 'tidak', 'ada', 'tanggapan']","['pengalaman', 'vaksin', 'nomor', 'induk', 'kependudukan', 'pakai', 'nama', 'orang', 'lapor', 'disdukcapil', 'sih', 'tanggapan']","['alam', 'vaksin', 'nomor', 'induk', 'duduk', 'pakai', 'nama', 'orang', 'lapor', 'disdukcapil', 'sih', 'tanggap']","['alam', 'vaksin', 'nomor', 'induk', 'duduk', 'pakai', 'nama', 'orang', 'lapor', 'disdukcapil', 'sih', 'tanggap']",negative
9/21/2021 13:19,malam sahabat saat ini persyaratan penerbangan rute tersebut wajib menunjukan sertifikat vaksin dosis satu dan dua,"['malam', 'sahabat', 'saat', 'ini', 'persyaratan', 'penerbangan', 'rute', 'tersebut', 'wajib', 'menunjukan', 'sertifikat', 'vaksin', 'dosis', 'satu', 'dan', 'dua']","['malam', 'sahabat', 'persyaratan', 'penerbangan', 'rute', 'wajib', 'menunjukan', 'sertifikat', 'vaksin', 'dosis']","['malam', 'sahabat', 'syarat', 'terbang', 'rute', 'wajib', 'tunjuk', 'sertifikat', 'vaksin', 'dosis']","['malam', 'sahabat', 'syarat', 'terbang', 'rute', 'wajib', 'tunjuk', 'sertifikat', 'vaksin', 'dosis']",neutral
9/20/2021 13:31,sudah mengunduh aplikasi peduli lindungi,"['sudah', 'mengunduh', 'aplikasi', 'peduli', 'lindungi']","['mengunduh', 'aplikasi', 'peduli', 'lindungi']","['unduh', 'aplikasi', 'peduli', 'lindung']","['unduh', 'aplikasi', 'peduli', 'lindung']",neutral
9/20/2021 9:47,cuma butuh aplikasi peduli lindungi,"['cuma', 'butuh', 'aplikasi', 'peduli', 'lindungi']","['butuh', 'aplikasi', 'peduli', 'lindungi']","['butuh', 'aplikasi', 'peduli', 'lindung']","['butuh', 'aplikasi', 'peduli', 'lindung']",positive
9/20/2021 5:41,siang sahabat persyaratan penerbangan rute tersebut apabila sudah melakukan vaksinasi dosis satu dan dua,"['siang', 'sahabat', 'persyaratan', 'penerbangan', 'rute', 'tersebut', 'apabila', 'sudah', 'melakukan', 'vaksinasi', 'dosis', 'satu', 'dan', 'dua']","['siang', 'sahabat', 'persyaratan', 'penerbangan', 'rute', 'vaksinasi', 'dosis']","['siang', 'sahabat', 'syarat', 'terbang', 'rute', 'vaksinasi', 'dosis']","['siang', 'sahabat', 'syarat', 'terbang', 'rute', 'vaksinasi', 'dosis']",neutral
9/21/2021 7:06,tergantung swab dimana kalau terdaftar di peduli lindungi masuk,"['tergantung', 'swab', 'dimana', 'kalau', 'terdaftar', 'di', 'peduli', 'lindungi', 'masuk']","['tergantung', 'swab', 'dimana', 'terdaftar', 'peduli', 'lindungi', 'masuk']","['gantung', 'swab', 'mana', 'daftar', 'peduli', 'lindung', 'masuk']","['gantung', 'swab', 'mana', 'daftar', 'peduli', 'lindung', 'masuk']",positive
9/20/2021 3:28,lihat di peduli lindungi tidak ada,"['lihat', 'di', 'peduli', 'lindungi', 'tidak', 'ada']","['lihat', 'peduli', 'lindungi']","['lihat', 'peduli', 'lindung']","['lihat', 'peduli', 'lindung']",neutral
9/22/2021 10:30,maaf ikutan sebelum masuk bioskop pastikan sudah mengunduh aplikasi peduli lindungi jadi tidak perlu bawa sertifikat cetak,"['maaf', 'ikutan', 'sebelum', 'masuk', 'bioskop', 'pastikan', 'sudah', 'mengunduh', 'aplikasi', 'peduli', 'lindungi', 'jadi', 'tidak', 'perlu', 'bawa', 'sertifikat', 'cetak']","['maaf', 'ikutan', 'masuk', 'bioskop', 'pastikan', 'mengunduh', 'aplikasi', 'peduli', 'lindungi', 'bawa', 'sertifikat', 'cetak']","['maaf', 'ikut', 'masuk', 'bioskop', 'pasti', 'unduh', 'aplikasi', 'peduli', 'lindung', 'bawa', 'sertifikat', 'cetak']","['maaf', 'ikut', 'masuk', 'bioskop', 'pasti', 'unduh', 'aplikasi', 'peduli', 'lindung', 'bawa', 'sertifikat', 'cetak']",positive
9/10/2021 4:31,unduh aplikasi peduli lindungi,"['unduh', 'aplikasi', 'peduli', 'lindungi']","['unduh', 'aplikasi', 'peduli', 'lindungi']","['unduh', 'aplikasi', 'peduli', 'lindung']","['unduh', 'aplikasi', 'peduli', 'lindung']",positive
9/16/2021 7:48,aku vaksin senin sampai sekarang belum ada teman saya juga belum periksa selain di peduli lindungi dimana ya,"['aku', 'vaksin', 'senin', 'sampai', 'sekarang', 'belum', 'ada', 'teman', 'saya', 'juga', 'belum', 'periksa', 'selain', 'di', 'peduli', 'lindungi', 'dimana', 'ya']","['vaksin', 'senin', 'teman', 'periksa', 'peduli', 'lindungi', 'dimana', 'ya']","['vaksin', 'senin', 'teman', 'periksa', 'peduli', 'lindung', 'mana', 'ya']","['vaksin', 'senin', 'teman', 'periksa', 'peduli', 'lindung', 'mana', 'ya']",negative
9/22/2021 1:03,di aplikasi peduli lindungi sekarang sudah ada ka,"['di', 'aplikasi', 'peduli', 'lindungi', 'sekarang', 'sudah', 'ada', 'ka']","['aplikasi', 'peduli', 'lindungi', 'ka']","['aplikasi', 'peduli', 'lindung', 'ka']","['aplikasi', 'peduli', 'lindung', 'ka']",positive
9/22/2021 13:17,di aplikasi peduli lindungi kak ada riwayat vaksin nya nanti yang belum vaksin yang baru dosis sama yang sudah penuh,"['di', 'aplikasi', 'peduli', 'lindungi', 'kak', 'ada', 'riwayat', 'vaksin', 'nya', 'nanti', 'yang', 'belum', 'vaksin', 'yang', 'baru', 'dosis', 'sama', 'yang', 'sudah', 'penuh']","['aplikasi', 'peduli', 'lindungi', 'kak', 'riwayat', 'vaksin', 'nya', 'vaksin', 'dosis', 'penuh']","['aplikasi', 'peduli', 'lindung', 'kak', 'riwayat', 'vaksin', 'nya', 'vaksin', 'dosis', 'penuh']","['aplikasi', 'peduli', 'lindung', 'kak', 'riwayat', 'vaksin', 'nya', 'vaksin', 'dosis', 'penuh']",positive
9/22/2021 13:23,tidak perlu cetak sih karena sudah tertera di aplikasi kamu untuk barcode jadi setiap mall itu bakal ada barcodenya,"['tidak', 'perlu', 'cetak', 'sih', 'karena', 'sudah', 'tertera', 'di', 'aplikasi', 'kamu', 'untuk', 'barcode', 'jadi', 'setiap', 'mall', 'itu', 'bakal', 'ada', 'barcodenya']","['cetak', 'sih', 'tertera', 'aplikasi', 'barcode', 'mall', 'barcodenya']","['cetak', 'sih', 'tera', 'aplikasi', 'barcode', 'mall', 'barcodenya']","['cetak', 'sih', 'tera', 'aplikasi', 'barcode', 'mall', 'barcodenya']",positive
9/22/2021 13:20,scan barcode pakai aplikasi peduli lindungi ka disitu sudah ada rekam jejak sertifikat vaksin kita nya,"['scan', 'barcode', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'ka', 'disitu', 'sudah', 'ada', 'rekam', 'jejak', 'sertifikat', 'vaksin', 'kita', 'nya']","['scan', 'barcode', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'ka', 'disitu', 'rekam', 'jejak', 'sertifikat', 'vaksin', 'nya']","['scan', 'barcode', 'pakai', 'aplikasi', 'peduli', 'lindung', 'ka', 'situ', 'rekam', 'jejak', 'sertifikat', 'vaksin', 'nya']","['scan', 'barcode', 'pakai', 'aplikasi', 'peduli', 'lindung', 'ka', 'situ', 'rekam', 'jejak', 'sertifikat', 'vaksin', 'nya']",positive
9/18/2021 15:52,harus pakai aplikasi peduli lindungi scan nanti di geser ke bawah warna apa kasih tunjuk petugas keamanan,"['harus', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'scan', 'nanti', 'di', 'geser', 'ke', 'bawah', 'warna', 'apa', 'kasih', 'tunjuk', 'petugas', 'keamanan']","['pakai', 'aplikasi', 'peduli', 'lindungi', 'scan', 'geser', 'warna', 'kasih', 'petugas', 'keamanan']","['pakai', 'aplikasi', 'peduli', 'lindung', 'scan', 'geser', 'warna', 'kasih', 'tugas', 'aman']","['pakai', 'aplikasi', 'peduli', 'lindung', 'scan', 'geser', 'warna', 'kasih', 'tugas', 'aman']",positive
9/20/2021 3:57,coba saja periksa di aplikasi nya peduli lindungi,"['coba', 'saja', 'periksa', 'di', 'aplikasi', 'nya', 'peduli', 'lindungi']","['coba', 'periksa', 'aplikasi', 'nya', 'peduli', 'lindungi']","['coba', 'periksa', 'aplikasi', 'nya', 'peduli', 'lindung']","['coba', 'periksa', 'aplikasi', 'nya', 'peduli', 'lindung']",positive
9/19/2021 15:08,pinggir jalan soalnya saya tidak punya aplikasi peduli lindungi,"['pinggir', 'jalan', 'soalnya', 'saya', 'tidak', 'punya', 'aplikasi', 'peduli', 'lindungi']","['pinggir', 'jalan', 'aplikasi', 'peduli', 'lindungi']","['pinggir', 'jalan', 'aplikasi', 'peduli', 'lindung']","['pinggir', 'jalan', 'aplikasi', 'peduli', 'lindung']",negative
9/19/2021 0:48,oh saya pikir itu aplikasi peduli lindungi,"['oh', 'saya', 'pikir', 'itu', 'aplikasi', 'peduli', 'lindungi']","['oh', 'pikir', 'aplikasi', 'peduli', 'lindungi']","['oh', 'pikir', 'aplikasi', 'peduli', 'lindung']","['oh', 'pikir', 'aplikasi', 'peduli', 'lindung']",neutral
9/21/2021 7:09,aku dulu tidak ada karena ternyata nomor teleponnya salah input perlu ngurus kirim email ke peduli lindungi,"['aku', 'dulu', 'tidak', 'ada', 'karena', 'ternyata', 'nomor', 'teleponnya', 'salah', 'input', 'perlu', 'ngurus', 'kirim', 'email', 'ke', 'peduli', 'lindungi']","['nomor', 'teleponnya', 'salah', 'input', 'ngurus', 'kirim', 'email', 'peduli', 'lindungi']","['nomor', 'telepon', 'salah', 'input', 'ngurus', 'kirim', 'email', 'peduli', 'lindung']","['nomor', 'telepon', 'salah', 'input', 'ngurus', 'kirim', 'email', 'peduli', 'lindung']",negative
9/20/2021 9:30,yang di unduh dari peduli lindungi saja kak,"['yang', 'di', 'unduh', 'dari', 'peduli', 'lindungi', 'saja', 'kak']","['unduh', 'peduli', 'lindungi', 'kak']","['unduh', 'peduli', 'lindung', 'kak']","['unduh', 'peduli', 'lindung', 'kak']",neutral
9/22/2021 10:41,pakai peduli lindungi saja yak,"['pakai', 'peduli', 'lindungi', 'saja', 'yak']","['pakai', 'peduli', 'lindungi', 'yak']","['pakai', 'peduli', 'lindung', 'yak']","['pakai', 'peduli', 'lindung', 'yak']",neutral
9/21/2021 18:00,selamat malam mohon maaf mau bertanya kalau untuk penerbangan dari bali ke bandung swab antigen harus unduh aplikasi peduli lindungi,"['selamat', 'malam', 'mohon', 'maaf', 'mau', 'bertanya', 'kalau', 'untuk', 'penerbangan', 'dari', 'bali', 'ke', 'bandung', 'swab', 'antigen', 'harus', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['selamat', 'malam', 'mohon', 'maaf', 'penerbangan', 'bali', 'bandung', 'swab', 'antigen', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['selamat', 'malam', 'mohon', 'maaf', 'terbang', 'bal', 'bandung', 'swab', 'antigen', 'unduh', 'aplikasi', 'peduli', 'lindung']","['selamat', 'malam', 'mohon', 'maaf', 'terbang', 'bal', 'bandung', 'swab', 'antigen', 'unduh', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 8:39,saya juga sudah vaksin  sudah akses peduli lindungi kalau diminta untuk bepergian jadi sudah siap semua,"['saya', 'juga', 'sudah', 'vaksin', 'sudah', 'akses', 'peduli', 'lindungi', 'kalau', 'diminta', 'untuk', 'bepergian', 'jadi', 'sudah', 'siap', 'semua']","['vaksin', 'akses', 'peduli', 'lindungi', 'bepergian']","['vaksin', 'akses', 'peduli', 'lindung', 'pergi']","['vaksin', 'akses', 'peduli', 'lindung', 'pergi']",positive
9/21/2021 11:28,intinya harus di data ke aplikasi peduli lindungi dan tidak bisa langsung diterima ya,"['intinya', 'harus', 'di', 'data', 'ke', 'aplikasi', 'peduli', 'lindungi', 'dan', 'tidak', 'bisa', 'langsung', 'diterima', 'ya']","['intinya', 'data', 'aplikasi', 'peduli', 'lindungi', 'langsung', 'diterima', 'ya']","['inti', 'data', 'aplikasi', 'peduli', 'lindung', 'langsung', 'terima', 'ya']","['inti', 'data', 'aplikasi', 'peduli', 'lindung', 'langsung', 'terima', 'ya']",negative
9/20/2021 16:39,iya hanya perlu aplikasi peduli lindungi jangan lupa tetap perhatikan protokol kesehatan dan kalau bisa tetap mengurangi aktifitas di luar rumah,"['iya', 'hanya', 'perlu', 'aplikasi', 'peduli', 'lindungi', 'jangan', 'lupa', 'tetap', 'perhatikan', 'protokol', 'kesehatan', 'dan', 'kalau', 'bisa', 'tetap', 'mengurangi', 'aktifitas', 'di', 'luar', 'rumah']","['iya', 'aplikasi', 'peduli', 'lindungi', 'lupa', 'perhatikan', 'protokol', 'kesehatan', 'mengurangi', 'aktifitas', 'rumah']","['iya', 'aplikasi', 'peduli', 'lindung', 'lupa', 'perhati', 'protokol', 'sehat', 'kurang', 'aktifitas', 'rumah']","['iya', 'aplikasi', 'peduli', 'lindung', 'lupa', 'perhati', 'protokol', 'sehat', 'kurang', 'aktifitas', 'rumah']",positive
9/7/2021 1:21,pengalamanku untuk bisa masuk ke aplikasi peduli lindungi akan diverifikasi dengan pilihan menggunakan nomor ponsel atau email,"['pengalamanku', 'untuk', 'bisa', 'masuk', 'ke', 'aplikasi', 'peduli', 'lindungi', 'akan', 'diverifikasi', 'dengan', 'pilihan', 'menggunakan', 'nomor', 'ponsel', 'atau', 'email']","['pengalamanku', 'masuk', 'aplikasi', 'peduli', 'lindungi', 'diverifikasi', 'pilihan', 'nomor', 'ponsel', 'email']","['alam', 'masuk', 'aplikasi', 'peduli', 'lindung', 'verifikasi', 'pilih', 'nomor', 'ponsel', 'email']","['alam', 'masuk', 'aplikasi', 'peduli', 'lindung', 'verifikasi', 'pilih', 'nomor', 'ponsel', 'email']",positive
9/16/2021 13:57,karena hanya beberapa tempat yang terdaftar di peduli lindungi jadi tidak semua ke data,"['karena', 'hanya', 'beberapa', 'tempat', 'yang', 'terdaftar', 'di', 'peduli', 'lindungi', 'jadi', 'tidak', 'semua', 'ke', 'data']","['terdaftar', 'peduli', 'lindungi', 'data']","['daftar', 'peduli', 'lindung', 'data']","['daftar', 'peduli', 'lindung', 'data']",negative
9/6/2021 1:58,aku semalam rabu kamis vaksin minggu sudah ada di aplikasi peduli lindungi,"['aku', 'semalam', 'rabu', 'kamis', 'vaksin', 'minggu', 'sudah', 'ada', 'di', 'aplikasi', 'peduli', 'lindungi']","['semalam', 'rabu', 'kamis', 'vaksin', 'minggu', 'aplikasi', 'peduli', 'lindungi']","['malam', 'rabu', 'kamis', 'vaksin', 'minggu', 'aplikasi', 'peduli', 'lindung']","['malam', 'rabu', 'kamis', 'vaksin', 'minggu', 'aplikasi', 'peduli', 'lindung']",positive
9/6/2021 4:01,bisa di aplikasi peduli lindungi bisa juga diweb peduli lindunginya,"['bisa', 'di', 'aplikasi', 'peduli', 'lindungi', 'bisa', 'juga', 'diweb', 'peduli', 'lindunginya']","['aplikasi', 'peduli', 'lindungi', 'diweb', 'peduli', 'lindunginya']","['aplikasi', 'peduli', 'lindung', 'diweb', 'peduli', 'lindung']","['aplikasi', 'peduli', 'lindung', 'diweb', 'peduli', 'lindung']",positive
9/22/2021 11:09,tidak perlu pasang aplikasi peduli lindungi langsung di scannya,"['tidak', 'perlu', 'pasang', 'aplikasi', 'peduli', 'lindungi', 'langsung', 'di', 'scannya']","['pasang', 'aplikasi', 'peduli', 'lindungi', 'langsung', 'scannya']","['pasang', 'aplikasi', 'peduli', 'lindung', 'langsung', 'scannya']","['pasang', 'aplikasi', 'peduli', 'lindung', 'langsung', 'scannya']",positive
9/19/2021 5:14,kalau ditanya vaksin ka hanya masuknya di periksa peduli lindungi dulu tadi lihat di sosial media nya,"['kalau', 'ditanya', 'vaksin', 'ka', 'hanya', 'masuknya', 'di', 'periksa', 'peduli', 'lindungi', 'dulu', 'tadi', 'lihat', 'di', 'sosial', 'media', 'nya']","['vaksin', 'ka', 'masuknya', 'periksa', 'peduli', 'lindungi', 'lihat', 'sosial', 'media', 'nya']","['vaksin', 'ka', 'masuk', 'periksa', 'peduli', 'lindung', 'lihat', 'sosial', 'media', 'nya']","['vaksin', 'ka', 'masuk', 'periksa', 'peduli', 'lindung', 'lihat', 'sosial', 'media', 'nya']",positive
9/17/2021 6:30,siang saya mau tanya tanggal september kemarin saya ikut vaksin di menara bank mega jakarta tapi sampai sekarang statusnya masih belum vaksin di aplikasi peduli lindungi saya harus bagaimana,"['siang', 'saya', 'mau', 'tanya', 'tanggal', 'september', 'kemarin', 'saya', 'ikut', 'vaksin', 'di', 'menara', 'bank', 'mega', 'jakarta', 'tapi', 'sampai', 'sekarang', 'statusnya', 'masih', 'belum', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'saya', 'harus', 'bagaimana']","['siang', 'tanggal', 'september', 'kemarin', 'vaksin', 'menara', 'bank', 'mega', 'jakarta', 'statusnya', 'vaksin', 'aplikasi', 'peduli', 'lindungi']","['siang', 'tanggal', 'september', 'kemarin', 'vaksin', 'menara', 'bank', 'mega', 'jakarta', 'status', 'vaksin', 'aplikasi', 'peduli', 'lindung']","['siang', 'tanggal', 'september', 'kemarin', 'vaksin', 'menara', 'bank', 'mega', 'jakarta', 'status', 'vaksin', 'aplikasi', 'peduli', 'lindung']",neutral
9/4/2021 7:17,aplikasi peduli lindungi aman,"['aplikasi', 'peduli', 'lindungi', 'aman']","['aplikasi', 'peduli', 'lindungi', 'aman']","['aplikasi', 'peduli', 'lindung', 'aman']","['aplikasi', 'peduli', 'lindung', 'aman']",positive
9/4/2021 7:15,aplikasi peduli lindungi aman dan terpercaya data pribadi kita lindungi aman,"['aplikasi', 'peduli', 'lindungi', 'aman', 'dan', 'terpercaya', 'data', 'pribadi', 'kita', 'lindungi', 'aman']","['aplikasi', 'peduli', 'lindungi', 'aman', 'terpercaya', 'data', 'pribadi', 'lindungi', 'aman']","['aplikasi', 'peduli', 'lindung', 'aman', 'percaya', 'data', 'pribadi', 'lindung', 'aman']","['aplikasi', 'peduli', 'lindung', 'aman', 'percaya', 'data', 'pribadi', 'lindung', 'aman']",positive
9/22/2021 0:08,bisa tapi kenapa tidak mengunduh peduli lindungi di ponsel saja deh jadi lebih praktis,"['bisa', 'tapi', 'kenapa', 'tidak', 'mengunduh', 'peduli', 'lindungi', 'di', 'ponsel', 'saja', 'deh', 'jadi', 'lebih', 'praktis']","['mengunduh', 'peduli', 'lindungi', 'ponsel', 'deh', 'praktis']","['unduh', 'peduli', 'lindung', 'ponsel', 'deh', 'praktis']","['unduh', 'peduli', 'lindung', 'ponsel', 'deh', 'praktis']",positive
9/22/2021 2:48,langsung periksa di peduli lindungi saja,"['langsung', 'periksa', 'di', 'peduli', 'lindungi', 'saja']","['langsung', 'periksa', 'peduli', 'lindungi']","['langsung', 'periksa', 'peduli', 'lindung']","['langsung', 'periksa', 'peduli', 'lindung']",neutral
